Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,486,8755,8418,12963,18408,14303,17011,9116,14672,20416,17264,7594,6572,10309,11788,28777,29954,8259,6344,4357,9636,24491,21621,22215,10061,30627,1385
,,,,,,,,487,8769,8403,12942,19982,15289,17721,9578,15148,21287,17528,7847,6748,10671,12326,30323,31486,8263,6562,4535,9837,25607,22468,23359,10251,31392,1422
,,,,,,,,488,8893,8586,13228,22259,15589,18461,9992,15684,22430,18039,7974,6887,11323,12850,31063,32734,8461,6921,4752,10141,25784,22988,24239,10559,32879,1498
,,,,,,,,489,9222,8841,13624,24436,15992,18908,10172,16082,23093,18966,8244,7095,11360,12895,32339,33653,8703,7036,4934,10367,24784,22892,24553,11254,34065,1565
,,,,,,,,490,9439,9434,14554,25545,16744,19280,10426,16518,23681,20552,8652,7480,11591,12654,32960,33723,8737,7236,5097,10591,23494,22380,24411,11075,36307,1687
,,,,,,,,491,9517,9373,14449,26224,17208,19276,10632,16810,24248,21508,9062,7824,11639,12139,33104,33388,8742,7406,5212,11017,22417,21793,24088,11372,38394,1789
,,,,,,,,492,9867,10004,15423,26227,17459,19009,10643,16892,24293,23318,9128,7962,11684,11851,32305,32569,8865,7523,5242,11254,21404,21219,23802,11746,40072,1873
,,,,,,,,493,10141,10534,16236,26185,17405,18587,10547,16889,24099,23844,9144,7970,11516,11418,31698,31922,9027,7446,5190,11486,20802,20655,23422,11925,41077,1921
,,,,,,,,494,10263,10916,16829,26097,17271,18296,10418,16863,23921,24246,9041,7924,11398,11075,30909,31079,9037,7395,5139,11581,20362,20292,23142,11942,41996,1973
,,,,,,,,495,10265,10969,16908,25836,17070,18046,10299,16940,23672,23063,8941,7852,11301,10856,30384,30485,9032,7317,5043,11659,20276,20144,22990,11925,42565,2006
,,,,,,,,496,10252,11020,16992,25597,16892,17868,10290,17127,23537,22713,8893,7792,11194,10807,30565,30353,9142,7248,4970,11696,20702,20149,22895,11998,42951,2028
,,,,,,,,497,10225,10908,16815,26416,17310,18110,10599,17141,23916,22211,8989,7852,11329,11395,32208,31330,9135,7306,5020,11728,22564,20982,23482,11997,43129,2041
,,,,,,,,498,10237,10842,16716,27823,18243,19195,11413,17478,25398,22098,9441,8205,12160,12480,34654,33793,9239,7549,5206,11916,23448,22155,24720,12071,42992,2035
,,,,,,,,499,10472,10923,16847,27060,18544,19901,11534,18088,26138,22704,9804,8546,12680,12812,34787,34482,9763,7966,5510,12437,23498,22347,25386,12291,43794,2071
,,,,,,,,500,11170,11415,17609,26346,18465,19805,11368,18599,25948,23824,9775,8525,12497,12876,34387,34137,10350,8068,5567,12774,23500,22296,25259,13126,45377,2149
,,,,,,,,501,11493,12350,19052,24804,17992,19430,11129,18352,25433,24558,9581,8373,12289,12817,33645,33596,10420,7931,5422,12643,22943,21925,24892,13507,44509,2104
,,,,,,,,502,11403,12466,19234,23096,17552,18917,10729,17927,24548,24363,9379,8193,12035,12423,32636,32524,10258,7716,5240,12344,22014,21085,23895,13337,43381,2046
,,,,,,,,503,11221,12231,18869,20936,17132,18081,10147,17209,23396,23765,9067,7985,11601,11977,30952,30900,9984,7412,5025,11896,20774,20082,22638,13057,41951,1971
,,,,,,,,504,10920,11841,18262,19025,16164,17058,9452,16349,21901,22869,8618,7632,10930,11285,28926,28977,9602,7003,4746,11318,19797,18888,21191,12608,39529,1843
,,,,,,,,505,11003,10854,16747,17808,13670,19423,9575,16394,22296,23682,8122,7130,11895,9805,27863,30560,9637,7741,4810,11794,17453,20583,20489,12782,38863,1804
,,,,,,,,506,10510,10240,15802,16791,13000,19020,9266,15771,21507,22478,7754,6806,11525,9611,27180,29905,9145,7545,4680,11288,17079,20449,19956,12298,37686,1760
,,,,,,,,507,10113,9622,14857,16077,12800,18856,9155,15512,21092,21491,7538,6597,11321,9620,26938,29747,8884,7453,4591,11060,17107,20470,19764,12056,37078,1742
,,,,,,,,508,9875,9171,14168,15976,12643,18958,9061,15498,21015,20998,7401,6447,11243,9616,26988,29819,8795,7496,4586,11045,17307,20720,19825,11995,37059,1750
,,,,,,,,509,9747,9068,14015,16259,12656,19050,9051,15482,21021,20484,7323,6369,11216,9770,27293,30006,8941,7557,4628,11010,17796,21138,20039,12007,37252,1769
,,,,,,,,510,9741,9066,14016,17021,12820,19321,9158,15723,21194,20373,7311,6357,11309,10134,28090,30695,8992,7672,4680,11143,18734,21898,20642,12076,37869,1807
,,,,,,,,511,9815,9126,14114,18396,13237,19952,9404,16216,21776,20834,7443,6442,11511,10602,29289,31880,9030,7900,4808,11432,19963,22976,21744,12391,38964,1862
,,,,,,,,512,10009,9221,14263,21517,13245,20662,9729,16949,22422,21301,7564,6542,11840,11124,29671,32910,9152,8230,4982,11872,21484,24120,23042,12809,40971,1974
,,,,,,,,513,10280,9347,14458,24568,13364,20978,9963,17593,23136,22181,7691,6632,11824,11810,30744,34336,9167,8198,5080,12123,22726,25099,24215,13287,41272,1967
,,,,,,,,514,10557,9792,15152,26829,13887,21205,10213,18285,23683,24148,8025,6908,12031,12245,31537,35164,9150,8195,5143,12334,23152,25547,24660,13312,42118,2000
,,,,,,,,515,10639,9620,14872,28160,14335,21139,10379,18479,23745,24686,8379,7211,12126,12425,31737,35446,9397,8111,5153,12222,23537,25666,24765,13472,42325,2003
,,,,,,,,516,10772,10016,15482,28962,14468,20866,10413,18174,23720,25858,8479,7344,12185,12533,31349,35274,9396,8022,5119,11966,23981,25757,24953,13466,41782,1972
,,,,,,,,517,10884,10260,15853,29300,14497,20574,10497,17648,23618,26600,8636,7477,12013,12625,31126,35291,9441,7801,5059,11672,24466,25686,25072,13416,40127,1872
,,,,,,,,518,10835,10419,16103,29253,14315,20301,10452,17241,23548,26628,8628,7486,11955,12701,30475,34910,9378,7676,5019,11453,24580,25392,24978,12953,39078,1819
,,,,,,,,519,10717,10072,15553,28845,14052,19880,10353,16683,23189,25206,8577,7453,11725,12887,29995,34603,9572,7473,4914,11213,24825,25084,24786,12653,37648,1743
,,,,,,,,520,10601,9968,15389,28458,13860,19775,10334,16333,22992,24650,8544,7414,11599,13169,29987,34902,9622,7325,4855,10991,25444,25103,25123,12393,36509,1683
,,,,,,,,521,10479,9747,15043,28091,14007,19891,10452,16279,23085,23806,8561,7419,11565,13675,31007,35689,9625,7305,4885,10902,26618,25562,25846,12224,35966,1654
,,,,,,,,522,10391,9574,14772,28960,14421,20423,10792,16606,23827,23102,8723,7520,11790,14258,33135,37011,9837,7492,5041,11058,27957,26647,27332,12231,36124,1661
,,,,,,,,523,10419,9582,14784,29250,15896,21625,11484,17286,25303,22946,9098,7840,12711,14885,35132,38988,10219,7874,5272,11399,28282,27599,28282,12407,37055,1704
,,,,,,,,524,10815,9827,15164,27987,16995,22565,11863,18453,26649,23465,9640,8326,13457,14835,34958,39090,10771,8466,5592,12311,27952,27646,28261,13003,40156,1847
,,,,,,,,525,11570,10684,16493,26136,16713,22490,11714,18909,26424,25093,9546,8257,13361,14471,34289,38358,11152,8597,5582,12737,27011,27395,27698,13924,41963,1930
,,,,,,,,526,11979,11736,18115,23821,16423,22053,11408,18776,25638,26157,9405,8154,13181,13965,33274,37302,10989,8460,5427,12647,25896,26790,26681,14306,41734,1918
,,,,,,,,527,11871,11684,18033,21203,15875,21473,10930,18358,24675,25905,9144,7955,12872,13209,31738,35892,10675,8245,5223,12401,24872,26012,25437,14078,40866,1875
,,,,,,,,528,11600,11316,17460,19003,15026,20852,10403,17682,23461,25000,8724,7606,12491,12520,30184,34721,10333,7900,4940,11912,24120,25418,24397,13647,39146,1798
,,,,,,,,529,11254,10786,16637,17460,13819,20201,9924,17000,22435,23644,7918,7121,11961,12034,28599,33442,9847,7565,4653,11295,23733,25080,23704,12927,37138,1716
,,,,,,,,530,10772,10186,15719,16482,13280,19914,9674,16448,21553,22245,7578,6809,11718,11845,28099,33093,9273,7329,4440,10883,23883,25161,23694,12204,35514,1631
,,,,,,,,531,10315,9540,14737,16012,12999,19905,9582,16355,21272,21291,7329,6588,11599,11811,27989,33023,8918,7302,4366,10723,24322,25643,23959,11726,35216,1625
,,,,,,,,532,9954,9026,13974,16325,12888,20100,9587,16525,21280,20400,7209,6461,11599,11950,28286,33500,8788,7349,4364,10730,25395,26318,24914,11565,35364,1641
,,,,,,,,533,9921,8987,13920,17572,12969,20512,9753,16846,21560,20200,7172,6413,11691,12237,29055,34435,8925,7474,4425,10860,27093,27572,26569,11655,36002,1681
,,,,,,,,534,9965,9011,13966,20004,13231,21477,10263,17595,22408,20325,7234,6475,12057,12950,30904,36439,9164,7750,4587,11224,29637,29504,29009,11879,37379,1754
,,,,,,,,535,10105,9131,14154,22501,13975,22979,11168,18829,24140,20848,7512,6673,12763,13827,33664,39276,9309,8274,4922,11975,31319,31197,31005,12451,40300,1895
,,,,,,,,536,10427,9354,14501,24566,14841,24312,12063,20164,26103,21864,7931,7070,13744,14361,34965,41018,9661,8974,5426,12906,31038,31349,31433,13392,44928,2134
,,,,,,,,537,11044,9826,15231,25739,15396,24195,12385,20513,27119,23721,8243,7426,14024,14572,35557,41015,9960,9094,5718,13304,29835,30074,30669,14552,45576,2146
,,,,,,,,538,11487,10781,16719,26122,15783,23651,12554,20183,27421,27026,8543,7781,14116,14362,35407,40325,10116,9058,5718,13379,28256,28712,29727,14809,44851,2089
,,,,,,,,539,11613,10881,16862,26138,16065,23186,12608,19614,27487,27772,8845,8053,14103,14131,35216,39874,10487,9005,5714,13389,27055,27536,28567,14663,44222,2035
,,,,,,,,540,11757,11259,17434,26353,16116,22731,12459,19032,27355,27408,8897,8147,14139,13798,34384,38895,10535,9045,5751,13279,25804,26453,27500,14229,43846,2014
,,,,,,,,541,11719,11357,17570,26307,15992,22257,12389,18370,27100,26854,8919,8191,13874,13496,33579,38222,10459,8900,5740,13069,24823,25454,26570,13896,43008,1963
,,,,,,,,542,11677,11585,17919,26284,15644,21767,12251,17897,26872,27126,8791,8088,13643,13105,32859,37376,10389,8755,5707,12848,23922,24589,25772,13469,42207,1922
,,,,,,,,543,11514,11205,17317,26271,15414,21362,12110,17484,26547,26139,8701,8009,13478,12816,32236,36551,10427,8643,5670,12582,23478,23870,25187,13212,41439,1887
,,,,,,,,544,11358,10990,16979,26466,15448,21122,11988,17190,26309,25457,8699,7970,13333,12735,32339,36102,10364,8577,5647,12410,23666,23663,25231,12927,40739,1853
,,,,,,,,545,11229,10792,16668,27078,15716,21313,12028,17344,26490,25057,8776,7966,13307,13005,33312,36492,10360,8628,5700,12520,24824,24224,25993,12765,40531,1845
,,,,,,,,546,11242,10651,16451,29149,16436,22078,12342,17798,27284,24683,9050,8096,13631,13765,35648,38030,10845,8822,5855,12708,27966,25878,28311,12757,40775,1860
,,,,,,,,547,11492,10729,16573,29908,17581,23138,12876,18784,28903,25043,9281,8303,14455,14793,37638,40095,11312,9207,6075,13106,28885,27460,29966,13076,41653,1906
,,,,,,,,548,11916,11006,17011,28370,18140,23358,12922,19411,29030,25975,9756,8758,14548,14847,37032,40423,11965,9286,6076,13603,28551,27159,29215,13784,43600,1992
,,,,,,,,549,12609,11868,18355,26119,17795,23025,12552,19150,27813,27704,9662,8676,14283,14752,36439,40120,11892,9019,5810,13566,27935,26624,28077,14762,43981,2005
,,,,,,,,550,12519,12596,19480,23681,17389,22501,12093,18715,26784,27332,9499,8535,13988,14241,35152,38856,11174,8786,5599,13302,26884,25824,26629,14812,43013,1960
,,,,,,,,551,12010,12124,18751,20903,16667,21650,11395,17922,25319,26070,9178,8251,13505,13585,33092,37067,10833,8423,5312,12843,25649,24602,25039,14352,41457,1887
,,,,,,,,552,11613,11717,18126,18784,15745,20550,10684,16833,23706,25173,8780,7895,12690,12944,31321,35169,10294,7898,4954,12103,25215,23647,23767,13847,38699,1760
,,,,,,,,553,11040,11019,17046,17637,14691,19737,10178,15995,22578,23586,8256,7400,11954,12539,30303,33955,9694,7483,4711,11447,25298,23219,23228,12929,35975,1636
,,,,,,,,554,10451,10113,15645,17101,14045,19395,9877,15414,21825,21747,7837,7021,11556,12468,29939,33369,9283,7300,4561,11070,25619,22969,22965,12113,34503,1578
,,,,,,,,555,9986,9382,14513,17020,13749,19138,9723,15186,21383,20222,7592,6802,11302,12638,29889,33168,8934,7227,4486,10937,26200,22922,23123,11764,34142,1570
,,,,,,,,556,9767,8895,13760,17593,13710,19235,9663,15145,21212,19378,7472,6675,11198,12883,30285,33394,8868,7228,4491,10949,27307,23181,23754,11764,34219,1582
,,,,,,,,557,9705,8901,13775,19612,13934,19515,9752,15326,21281,19052,7447,6636,11215,13421,31385,34209,8933,7314,4527,11069,29388,23959,25225,11883,34953,1627
,,,,,,,,558,9710,8946,13853,23380,14472,20379,10265,15914,21995,19003,7605,6749,11547,14427,34000,36537,9023,7585,4685,11445,32721,25819,27900,12177,36563,1711
,,,,,,,,559,9861,9077,14059,25649,17476,22229,11445,17184,24004,19401,8323,7248,12459,15693,38475,40486,9211,8178,5080,12364,33719,27482,29572,12836,40209,1887
,,,,,,,,560,10298,9492,14703,25982,21517,23602,12378,18569,26605,20494,9165,8002,13913,16009,39625,41894,9689,9055,5640,13549,32098,27298,29308,14086,46126,2191
,,,,,,,,561,11162,10201,15802,25905,21880,23365,12523,18636,27430,22613,9548,8460,14260,15401,38196,41061,10290,9170,5860,13825,30030,26327,28583,15687,46765,2206
,,,,,,,,562,11851,11559,17918,25705,21214,22755,12675,18180,27370,26125,9696,8713,14241,14439,36706,40095,10314,8978,5710,13445,28179,25399,27732,15646,44623,2082
,,,,,,,,563,11821,11712,18140,25630,20432,22385,12787,17722,27206,26676,9786,8812,14200,13859,36052,39655,10364,8756,5550,13062,26698,24873,27433,14900,42914,1978
,,,,,,,,564,11627,11716,18126,26024,19826,22161,12675,17365,27242,25741,9667,8777,14322,13610,35208,38924,10226,8704,5490,12761,25416,24318,26550,14125,42127,1938
,,,,,,,,565,11489,11542,17839,26188,19303,21759,12650,17046,27089,24711,9578,8730,14180,13420,34768,38529,10129,8500,5423,12466,24354,23623,25809,13595,41246,1887
,,,,,,,,566,11348,11568,17873,26425,18645,21492,12608,16879,27021,24776,9440,8635,14037,13119,34467,38027,10030,8366,5321,12274,23505,23125,25149,13137,40790,1862
,,,,,,,,567,11164,11284,17425,26700,18455,21220,12497,16805,26823,24189,9408,8632,13990,12761,33974,37236,10099,8238,5265,12101,22981,22594,24709,12925,40699,1857
,,,,,,,,568,11040,11207,17303,27001,18600,21043,12466,16788,26760,23739,9436,8635,13838,12668,34426,37067,10142,8082,5225,11950,23241,22598,24865,12794,40451,1844
,,,,,,,,569,10890,11198,17288,27545,19425,21206,12620,17017,27113,23473,9576,8683,13747,12903,35548,37725,10212,8076,5263,11984,24036,23143,25430,12700,40701,1857
,,,,,,,,570,10937,11153,17218,29423,20741,21702,12894,17339,27812,23207,10036,8955,13852,13553,37662,38878,10630,8175,5383,12111,26426,24432,27328,12801,41083,1879
,,,,,,,,571,11159,11256,17380,30086,22602,22458,13149,17996,28922,23568,10352,9227,14325,14250,38786,39921,11051,8487,5586,12368,26902,25600,28815,13057,41397,1900
,,,,,,,,572,11539,11458,17703,28338,23413,22685,13017,18610,29020,24462,10580,9420,14499,13992,37749,39372,11534,8802,5757,12980,26103,25131,27960,13630,42958,1970
,,,,,,,,573,12170,12128,18751,25925,23242,22294,12623,18519,27983,26019,10406,9242,14278,13621,36810,38562,11502,8690,5658,13066,25071,24441,26763,14526,43515,1990
,,,,,,,,574,12089,12727,19679,23191,17635,21716,12039,18070,27067,25993,9476,8574,13994,13007,34313,36840,10948,8517,5516,12880,23499,23420,24956,14595,42612,1949
,,,,,,,,575,11636,12238,18924,20333,15972,20710,11304,17301,25357,24729,8992,8161,13374,12043,31783,34622,10610,8167,5238,12428,21893,22313,23107,14160,40708,1857
,,,,,,,,576,11191,11778,18219,18058,14876,19657,10583,16197,23704,23778,8521,7740,12614,10942,29571,32505,9992,7680,4925,11697,20961,21398,21752,13532,37737,1719
,,,,,,,,577,10577,11037,17071,16755,13585,18853,10019,15248,22626,22460,7826,7130,11903,10581,27833,31071,9415,7279,4654,10992,20602,21159,21086,12597,34672,1577
,,,,,,,,578,9976,10006,15472,16108,12835,18539,9740,14655,21956,20617,7353,6697,11512,10325,27097,30410,8931,7113,4483,10517,20636,21345,20867,11768,32547,1479
,,,,,,,,579,9495,9137,14123,15901,12422,18379,9551,14356,21463,19092,7065,6438,11271,10236,26720,30049,8609,7063,4396,10319,20858,21510,20942,11340,31740,1447
,,,,,,,,580,9176,8613,13309,16326,12274,18380,9504,14232,21295,18388,6918,6287,11151,10348,26827,30306,8534,7052,4374,10271,21639,21940,21416,11222,31503,1441
,,,,,,,,581,9096,8415,13008,18141,12260,18758,9643,14343,21471,18102,6857,6211,11168,10787,27711,31056,8543,7142,4411,10304,23515,22899,22714,11302,31655,1455
,,,,,,,,582,9076,8342,12901,21600,12759,19733,10172,14866,22320,18037,6966,6281,11416,11741,30136,33531,8675,7426,4583,10589,26785,24820,25376,11565,32616,1506
,,,,,,,,583,9205,8460,13087,23726,15404,21556,11255,15945,24375,18378,7576,6701,12273,13005,34465,37329,8805,7991,4970,11353,27723,26507,26807,12149,35335,1637
,,,,,,,,584,9561,8830,13660,24524,18518,23049,12050,17263,26844,19498,8303,7368,13700,13405,35742,38893,9248,8799,5554,12423,26280,26144,26477,13055,40456,1897
,,,,,,,,585,10403,9635,14908,25289,18790,22701,12172,17427,27629,21674,8657,7807,14061,13047,34856,37900,9779,8885,5789,12690,24716,25110,25955,14865,41290,1930
,,,,,,,,586,11081,10964,16978,25781,18282,21899,12254,17301,27347,25430,8760,8034,14001,12739,33620,36760,9840,8684,5601,12544,23564,24323,25778,14891,40498,1875
,,,,,,,,587,11149,11146,17246,26149,17636,21307,12274,17260,26942,26148,8900,8177,13905,12264,33017,36054,9825,8471,5431,12496,22766,23775,25469,14294,40321,1849
,,,,,,,,588,11036,11188,17295,26844,17092,20935,12142,17299,26695,25131,8854,8190,13917,12016,32223,35372,9727,8361,5361,12448,22135,23261,24784,13644,40772,1866
,,,,,,,,589,10891,11160,17236,27273,16644,20658,12111,17215,26394,24036,8772,8160,13693,11869,31486,34987,9674,8151,5274,12308,21850,22996,24901,13264,40965,1876
,,,,,,,,590,10787,11336,17502,27535,16099,20381,12079,17273,26338,23958,8620,8051,13492,11705,31121,34644,9653,8004,5192,12213,21546,22609,24414,12928,41247,1889
,,,,,,,,591,10676,11344,17514,27801,15978,20126,11996,17366,26130,23313,8564,8011,13391,11624,30796,34187,9693,7843,5133,12193,21436,22275,24134,12840,41991,1926
,,,,,,,,592,10673,11378,17563,28270,16072,20043,11953,17497,25992,22826,8618,8026,13291,11622,31083,34187,9680,7778,5118,12185,21783,22427,24441,12740,42569,1956
,,,,,,,,593,10580,11463,17692,29003,16668,20275,12077,17758,26262,22552,8729,8049,13323,11974,32045,35002,9791,7795,5172,12295,22579,23261,25226,12710,43234,1988
,,,,,,,,594,10644,11502,17754,30164,17605,20865,12332,18118,26989,22296,9067,8233,13568,12530,34155,36326,10412,7915,5343,12394,24663,24438,26881,12814,43748,2018
,,,,,,,,595,10855,11574,17868,30191,18926,21699,12718,18583,28233,22655,9289,8415,14073,13133,35440,37703,10782,8168,5550,12512,24738,25054,27787,13073,43612,2018
,,,,,,,,596,11196,11722,18107,28555,19699,21927,12712,19071,28542,23604,9605,8712,14218,12766,34410,37184,11270,8454,5687,12845,23876,24355,26811,13618,44453,2057
,,,,,,,,597,11825,12119,18734,26258,19573,21391,12360,18780,27620,25377,9469,8582,13963,12426,33525,36480,11177,8286,5572,12763,22778,23552,25496,14375,44555,2055
,,,,,,,,598,11865,12679,19602,23600,15692,20911,11800,18328,26755,26201,8784,8092,13659,11830,31392,35124,10693,8074,5398,12458,21054,22403,23761,14358,43415,2001
,,,,,,,,599,11416,12173,18822,20661,14342,20017,11144,17522,25143,25236,8334,7718,13126,10885,28939,32962,10372,7686,5104,11967,19245,20955,21779,13914,41425,1902
,,,,,,,,600,10904,11713,18116,18396,13307,18877,10428,16310,23573,24396,7891,7326,12344,10055,26809,30849,9806,7163,4794,11166,18050,19674,20272,13290,38317,1752
,,,,,,,,601,10345,10986,16991,17044,12307,18009,9939,15272,22457,23344,7365,6823,11667,9509,25226,29673,9156,6706,4504,10403,17502,18883,19320,12306,35019,1593
,,,,,,,,602,9789,9946,15379,16294,11600,17664,9700,14494,21770,21613,6896,6391,11282,9251,24485,29049,8774,6481,4349,9906,17266,18560,18731,11441,32707,1485
,,,,,,,,603,9430,8999,13906,15939,11215,17528,9545,14117,21303,20146,6617,6134,11089,9185,24215,28809,8579,6393,4245,9679,17336,18486,18601,10938,31457,1424
,,,,,,,,604,9235,8451,13052,16260,11061,17557,9482,13921,21105,19528,6492,5996,11000,9261,24338,29028,8499,6359,4236,9555,17992,18718,18849,10767,30877,1394
,,,,,,,,605,9221,8225,12704,17803,11064,17893,9588,13936,21341,19359,6438,5922,11044,9655,25089,29871,8658,6446,4290,9556,19628,19597,20005,10776,30839,1394
,,,,,,,,606,9222,8158,12606,21059,11470,18853,10095,14342,22168,19559,6561,6003,11352,10576,27374,32310,8846,6747,4451,9757,22588,21510,22281,10996,31572,1429
,,,,,,,,607,9359,8269,12782,23373,13797,20741,11199,15446,24160,20118,7159,6419,12260,11812,31546,36250,9008,7309,4815,10488,23740,23330,23684,11563,34113,1549
,,,,,,,,608,9700,8628,13339,24988,16434,22213,11982,16743,26553,21362,7884,7079,13654,12306,32850,37753,9455,8139,5416,11551,23321,23317,23831,12671,39091,1800
,,,,,,,,609,10752,9434,14586,26308,16775,22073,12189,17041,27467,23722,8280,7547,14070,12147,32239,37120,10119,8277,5679,11921,22824,22672,24017,14208,40549,1879
